Date,Open,High,Low,Close,Adjusted_close,Volume
2023-03-01,0.9999231131,1.0003290597,0.999701277,1.0001459561,1.0001459561,3676550737
2023-03-02,1.0000632255,1.0006101588,0.9993921764,1.0002947654,1.0002947654,3569810686
2023-03-03,1.0003179328,1.0004902535,0.999370039,1.0000001783,1.0000001783,4111203947
2023-03-04,0.9999802305,1.0002815908,0.9996581238,1.0000477882,1.0000477882,2215392974
2023-03-05,1.0000553547,1.0003604663,0.999607671,1.0000099751,1.0000099751,2396832193
2023-03-06,1.0000380591,1.0002386381,0.9996611238,0.9999532143,0.9999532143,2954077279
2023-03-07,0.9999492045,1.0004064208,0.9996678819,1.0000812157,1.0000812157,3567136291
2023-03-08,1.0000906578,1.0003293545,0.9996376972,0.9998693548,0.9998693548,3259552390
2023-03-09,0.9998460284,1.0002576201,0.9993750902,1.0000077029,1.0000077029,3762826045
2023-03-10,1.0000009041,1.0009154368,0.9992181191,0.999478547,0.999478547,7610706906
2023-03-11,0.9994698831,1.0000670335,0.8774,0.9715,0.9715,26682206827
2023-03-12,0.9683,0.9954245825,0.9470126067,0.9920691726,0.9920691726,9955867537
2023-03-13,0.9911583821,1.0002780729,0.9880355782,0.998946756,0.998946756,9184314805
2023-03-14,0.9991290163,1.0000867993,0.9975623311,0.9991785646,0.9991785646,7814525316
2023-03-15,0.9991321047,1.0007802295,0.9978530724,1.0001843997,1.0001843997,7297504595
2023-03-16,1.0000886334,1.0006438952,0.9990605055,0.9999612189,0.9999612189,5813165153
2023-03-17,1.0000110843,1.0008767992,0.9988663322,1.0000446277,1.0000446277,6804547128
2023-03-18,0.9998877865,1.0005968422,0.9984051203,0.9995019398,0.9995019398,4862447405
2023-03-19,0.9997122205,1.0004801294,0.9984230918,0.9998449095,0.9998449095,4030817576
2023-03-20,0.9999534072,1.0004018307,0.9973899144,0.9979803872,0.9979803872,6812088662
2023-03-21,0.9979217162,1.0000747321,0.9964487916,0.998525846,0.998525846,5061226074
2023-03-22,0.9985896199,0.9998589278,0.9969656202,0.9991241189,0.9991241189,6207409133
2023-03-23,0.9991181307,1.0000406686,0.9975429741,0.9990372825,0.9990372825,6139163965
2023-03-24,0.9991832544,1.0001687568,0.9983179167,0.9998621977,0.9998621977,5536710750
2023-03-25,0.9997326931,1.0001960139,0.9990994277,0.9997358471,0.9997358471,3630877871
2023-03-26,0.9997924341,1.000192577,0.9993290712,0.9998846588,0.9998846588,3302521189
2023-03-27,0.9997467936,1.0001882579,0.9989419557,0.999683843,0.999683843,4510405294
2023-03-28,0.9995419976,1.0003524986,0.9991849361,0.9998843125,0.9998843125,4167400927
2023-03-29,0.9997915946,1.0003194278,0.998928053,0.9998107809,0.9998107809,4219185140
2023-03-30,0.9999077929,1.0003338408,0.9991540992,1.0000086536,1.0000086536,4893829473
2023-03-31,0.9999584419,1.0002856791,0.9994773922,0.9997837487,0.9997837487,4103572101
2023-04-01,0.9996817906,1.0002814479,0.9994508372,0.9999154632,0.9999154632,2695298200
2023-04-02,0.9996511531,1.0000570036,0.9991918053,0.9997424146,0.9997424146,2930085933
2023-04-03,0.9999121755,1.0004896651,0.9992743535,0.9998558988,0.9998558988,4466068651
2023-04-04,0.9996255973,1.0001951764,0.9990330689,0.999817333,0.999817333,4031916462
2023-04-05,0.9997241553,1.0002299327,0.9992595451,0.999766017,0.999766017,4169747376
2023-04-06,0.9998327259,1.0002048204,0.9992806904,0.9999964615,0.9999964615,3814620125
2023-04-07,0.9998473545,1.0002931233,0.9989116175,1.0000551787,1.0000551787,2903250734
2023-04-08,0.9999095677,1.0003300583,0.9994370232,0.9998186669,0.9998186669,2282839968
2023-04-09,0.999885415,1.0004048645,0.9993682706,0.9997451874,0.9997451874,2572735226
2023-04-10,0.9998702074,1.000309803,0.9993145585,0.9997167138,0.9997167138,3782006070
2023-04-11,0.9997868901,1.0003254114,0.9990331636,1.0000119761,1.0000119761,4226589595
2023-04-12,0.9998957571,1.0003426287,0.9992319811,0.9996613242,0.9996613242,4600221038
2023-04-13,0.9994860495,1.0002986441,0.9992441969,0.9998989984,0.9998989984,4497996156
2023-04-14,1.0000237542,1.0004331312,0.9990363612,0.9999614596,0.9999614596,6483808260
2023-04-15,0.9999031581,1.0003220612,0.9993692099,0.9998748085,0.9998748085,3570934315
2023-04-16,0.9998026038,1.0002183699,0.9989472277,0.9997046565,0.9997046565,3945942527
2023-04-17,0.9996206675,1.0001207741,0.9991783389,0.9998650697,0.9998650697,4388563239
2023-04-18,0.9999580942,1.0003747088,0.9996362234,1.0000306572,1.0000306572,4416719010
2023-04-19,1.00005012,1.0003088575,0.9990402585,1.0000505925,1.0000505925,5954252197
2023-04-20,0.9998737559,1.0004506945,0.9994588156,1.0001641449,1.0001641449,5370179003
2023-04-21,1.0001611076,1.0008079731,0.9997463734,1.000336752,1.000336752,5485001575
2023-04-22,1.0003356304,1.0007601601,0.9998005508,1.0001067964,1.0001067964,3371754245
2023-04-23,1.0000639998,1.0004929852,0.9995416521,0.9998940339,0.9998940339,3475533157
2023-04-24,0.9999195609,1.000443238,0.9995471849,1.0000419769,1.0000419769,4393039848
2023-04-25,0.9999554044,1.0003765546,0.9996129864,1.0000003855,1.0000003855,4849844618
2023-04-26,0.9998781794,1.0006509138,0.9995744648,0.9998836023,0.9998836023,6469260029
2023-04-27,1.0000511324,1.0005249305,0.9993339957,0.9996822898,0.9996822898,5592517130
2023-04-28,0.9998600735,1.0003215516,0.9994833068,0.9998950948,0.9998950948,4103487467
2023-04-29,0.9998723232,1.0002208556,0.9996928058,0.9999832474,0.9999832474,2544777872
2023-04-30,0.999869554,1.0003649102,0.9996464204,0.9999961737,0.9999961737,3328615964
2023-05-01,0.9999195602,1.0005441303,0.9995793405,1.0001001166,1.0001001166,3639367736
2023-05-02,1.0001765514,1.0005153136,0.9994463694,0.9999334246,0.9999334246,2902760212
2023-05-03,0.9999524973,1.0004739248,0.9996214083,1.000021314,1.000021314,3636049113
2023-05-04,0.9999095164,1.000447923,0.9997013747,1.0000621773,1.0000621773,3016766782
2023-05-05,1.0000189896,1.0004122885,0.9996819629,1.0000139932,1.0000139932,4114517917
2023-05-06,1.0000497409,1.0004260015,0.9995629129,1.0000521525,1.0000521525,3737756631
2023-05-07,1.0000201297,1.0004398522,0.999654028,1.0001453658,1.0001453658,2509528527
2023-05-08,1.0001910264,1.0004121483,0.9996294934,1.0000490634,1.0000490634,4488130638
2023-05-09,1.0000686231,1.0003252755,0.9996126689,1.0002227066,1.0002227066,2959273885
2023-05-10,1.0001298581,1.0007249686,0.9992303621,1.0000308965,1.0000308965,4343854748
2023-05-11,1.0000531909,1.0006453696,0.999581354,1.0001736057,1.0001736057,3909082089
2023-05-12,0.999926871,1.0004972573,0.9994688838,1.0000586937,1.0000586937,4185712320
2023-05-13,1.0000012969,1.0005171733,0.9996711706,1.0000283524,1.0000283524,1974042367
2023-05-14,1.00005347,1.0003327692,0.9996493403,1.0000968344,1.0000968344,2047773213
2023-05-15,1.0000455238,1.0004015202,0.9996110454,1.0000212961,1.0000212961,3148745500
2023-05-16,1.0000635724,1.000273449,0.9995829774,0.9999479667,0.9999479667,2722392153
2023-05-17,0.9998970335,1.0003553124,0.999520467,1.0000033084,1.0000033084,3131943202
2023-05-18,0.999978399,1.0006250506,0.9996154657,0.9999882423,0.9999882423,2968729105
2023-05-19,1.0000146225,1.0005019087,0.9994720765,0.9999647716,0.9999647716,2439159656
2023-05-20,0.9999942146,1.0003129738,0.9997697232,1.0000764119,1.0000764119,1435963394
2023-05-21,1.0001551553,1.0004028198,0.999749248,0.9998890554,0.9998890554,1777767516
2023-05-22,0.9998170668,1.0003946269,0.9996627772,0.999955304,0.999955304,2589848746
2023-05-23,1.0000267516,1.0003686175,0.999557862,0.9999617813,0.9999617813,2924076287
2023-05-24,0.9999070727,1.0003535967,0.9995375743,1.0001355354,1.0001355354,3291167507
2023-05-25,0.9999908967,1.0003304179,0.9996103546,0.999997919,0.999997919,2770193924
2023-05-26,0.9998800443,1.0006217816,0.9996565576,0.9999336301,0.9999336301,2485067667
2023-05-27,1.0000407481,1.0005956857,0.9997354328,1.0000336758,1.0000336758,1450362893
2023-05-28,1.0001361753,1.0004399026,0.9996418089,0.9999982147,0.9999982147,2614572603
2023-05-29,1.0001165702,1.0004223291,0.9994957761,0.9998623646,0.9998623646,2719634408
2023-05-30,0.9998790752,1.0003978052,0.9995808296,0.9998436563,0.9998436563,2801360301
2023-05-31,0.9998598592,1.0005909736,0.9994315531,1.0001793102,1.0001793102,2753700484
2023-06-01,0.9999786794,1.0004714643,0.9995199757,1.0000551178,1.0000551178,3010435468
2023-06-02,1.0000836366,1.0003576074,0.9995543468,1.0000615494,1.0000615494,2963165478
2023-06-03,1.0000120564,1.0002090371,0.9996498614,0.999903279,0.999903279,1761598228
2023-06-04,0.9998851821,1.0003314642,0.9995767659,0.9997964367,0.9997964367,1912106592
2023-06-05,0.9998626816,1.0004553612,0.9994728782,0.9999129761,0.9999129761,4613674985
2023-06-06,1.0000347674,1.0005798677,0.9995719317,0.9998512327,0.9998512327,4430436583
2023-06-07,0.9998905061,1.0003543172,0.9996340768,0.999901954,0.999901954,4279564855
2023-06-08,0.9999466005,1.000446917,0.9996383549,1.0000974005,1.0000974005,2722751251
2023-06-09,0.9999605008,1.0005588092,0.999699248,0.9999493573,0.9999493573,2665781846
2023-06-10,0.9999937475,1.0006480011,0.9996865305,0.9998840758,0.9998840758,5562774660
2023-06-11,0.999938123,1.0005057273,0.9996028996,0.9999339814,0.9999339814,2395915206
2023-06-12,0.9997376827,1.0010141786,0.9994909458,1.0002156112,1.0002156112,3482493796
2023-06-13,1.0001320186,1.0005658342,0.9996392007,0.9999807183,0.9999807183,3455989217
2023-06-14,1.0000297113,1.0005953326,0.9992955087,1.0000522967,1.0000522967,3368200180
2023-06-15,0.9999053665,1.0022586962,0.9995118208,1.0000848915,1.0000848915,6040215579
2023-06-16,1.0000397283,1.0005766976,0.9996202963,1.0001203068,1.0001203068,3727702817
2023-06-17,1.0001126661,1.0004963884,0.9997122101,1.0000693645,1.0000693645,2353245046
2023-06-18,1.0000556732,1.0006481565,0.9997252948,1.0000177121,1.0000177121,1927548864
2023-06-19,0.999990621,1.0007038193,0.9996904316,1.0001703384,1.0001703384,3052004763
2023-06-20,1.0001148555,1.0008792676,0.9997042815,1.0003020851,1.0003020851,4705226783
2023-06-21,1.000192495,1.0004938926,0.9992935116,1.0000780022,1.0000780022,6494016298
2023-06-22,1.0000983416,1.0005312153,0.999030621,0.9999676881,0.9999676881,4887538535
2023-06-23,0.999995778,1.0007342773,0.9994736155,0.9999905569,0.9999905569,5087372638
2023-06-24,1.00000893,1.000436558,0.9995974108,0.9999316766,0.9999316766,2382774730
2023-06-25,0.999868094,1.000562336,0.9995505004,1.0001374183,1.0001374183,2847495718
2023-06-26,1.0001543652,1.000538815,0.999528214,1.000025363,1.000025363,3856083147
2023-06-27,1.0000448916,1.0003734089,0.9995523445,0.999999767,0.999999767,3824274035
2023-06-28,0.9999065769,1.0004873454,0.9995063639,1.000048058,1.000048058,3482152553
2023-06-29,1.0001190114,1.0005239753,0.9997239101,0.999962423,0.999962423,3165466479
2023-06-30,0.9997955006,1.0009375269,0.9994796923,1.0002531231,1.0002531231,6373895760
2023-07-01,0.9999598678,1.0007379139,0.9997931649,1.0001343796,1.0001343796,2631090680
2023-07-02,1.0000558634,1.0008035304,0.9997096705,1.0001346439,1.0001346439,2553765961
2023-07-03,1.000201692,1.0008273632,0.9996413714,0.999980028,0.999980028,3591365139
2023-07-04,0.999919803,1.0006154574,0.9995405482,1.0001649902,1.0001649902,2950403752
2023-07-05,1.000254038,1.000520273,0.9994400267,1.0001014545,1.0001014545,3099466412
2023-07-06,0.9999968025,1.000501806,0.9994965547,1.0000699544,1.0000699544,4263171820
2023-07-07,0.9999714887,1.0006505266,0.9996247057,0.9999410956,0.9999410956,3149204362
2023-07-08,1.0000152993,1.0006835762,0.9997476444,1.0000293632,1.0000293632,1870945839
2023-07-09,1.000037366,1.000658305,0.9997401079,1.000112026,1.000112026,1767586724
2023-07-10,1.0001252642,1.0006655084,0.9995539104,0.9999668572,0.9999668572,3359012284
2023-07-11,1.0000280314,1.0006943641,0.9996751078,0.999970563,0.999970563,2747012361
2023-07-12,1.0000079601,1.0009287436,0.9995622696,0.9999715493,0.9999715493,3099598321
2023-07-13,1.000047729,1.00078423,0.9995182657,0.999905599,0.999905599,5528502864
2023-07-14,1.0001159077,1.0008053882,0.9994237087,1.0001956064,1.0001956064,4852861593
2023-07-15,1.0002083381,1.0006003403,0.9996837502,1.0000574185,1.0000574185,2140381966
2023-07-16,0.9999620737,1.0007452488,0.9996737309,1.0001689723,1.0001689723,2080513172
2023-07-17,1.0001508103,1.0005480456,0.9996635441,0.9999350992,0.9999350992,3208017139
2023-07-18,0.999992164,1.0005314795,0.9995257006,0.9999721792,0.9999721792,2974234953
2023-07-19,0.9998925594,1.0004074772,0.9993924581,1.0000413949,1.0000413949,2779406654
2023-07-20,1.000045096,1.000540122,0.9995726348,0.9999939041,0.9999939041,3200825513
2023-07-21,1.0000252795,1.0005669675,0.999628046,1.0001401117,1.0001401117,6052246403
2023-07-22,1.0001388384,1.0009123374,0.9996446932,0.9998079801,0.9998079801,2059171696
2023-07-23,0.9999624534,1.0007990339,0.9996123502,0.9998766323,0.9998766323,1923166146
2023-07-24,1.0000283837,1.0005422014,0.9993602389,1.0000357671,1.0000357671,2972535139
2023-07-25,1.0000670837,1.0007725132,0.99976224,0.9999697713,0.9999697713,2242969853
2023-07-26,0.9999897671,1.0009760201,0.9995658927,1.0001345318,1.0001345318,2959690717
2023-07-27,1.0000872367,1.0005183474,0.999645284,0.9998058668,0.9998058668,2447050412
2023-07-28,0.9998554808,1.0006795278,0.9993977574,1.0001655826,1.0001655826,2576906993
2023-07-29,1.0001964507,1.0006282717,0.999772845,1.000057904,1.000057904,1552851362
2023-07-30,1.0001033858,1.0005744971,0.9996863939,1.0000220215,1.0000220215,2064962482
2023-07-31,1.0000315373,1.00061721,0.9996192703,1.0000097086,1.0000097086,2797739009
2023-08-01,0.9999960707,1.0006083804,0.9995427037,1.0000720125,1.0000720125,4107231674
2023-08-02,1.0000866222,1.0006452942,0.9996497741,0.9998907556,0.9998907556,3899981415
2023-08-03,0.999857877,1.0005283126,0.9996335937,1.000242975,1.000242975,2992754699
2023-08-04,1.0001231817,1.000482407,0.999255325,0.9999892254,0.9999892254,3102941071
2023-08-05,1.0000220337,1.0002930165,0.9997173878,0.9998772644,0.9998772644,1690306453
2023-08-06,0.9999183818,1.0003183239,0.9995933185,0.9998170696,0.9998170696,1962209985
2023-08-07,0.9997303047,1.0005152139,0.9996518457,0.9999744741,0.9999744741,2920815525
2023-08-08,0.999997124,1.0007994095,0.9998134907,1.0000803201,1.0000803201,3392828372
2023-08-09,1.0000138032,1.0006719045,0.9995975683,1.0001891256,1.0001891256,3123624699
2023-08-10,1.0001285415,1.0005349169,0.9997697493,1.0001701002,1.0001701002,2804649587
2023-08-11,1.0000752239,1.000829381,0.9998355363,1.0000821222,1.0000821222,2442850118
2023-08-12,1.00007575,1.0004372457,0.9999278007,1.0000342284,1.0000342284,1641540904
2023-08-13,1.000091274,1.000406637,0.9998650726,1.0000280529,1.0000280529,1761869668
2023-08-14,1.0000414621,1.0005688312,0.999825099,1.0001208432,1.0001208432,2921375821
2023-08-15,1.0001092477,1.0005545982,0.999868666,1.0000690155,1.0000690155,2774696602
2023-08-16,1.0000154633,1.000851988,0.9998165529,1.0000372128,1.0000372128,3289212879
2023-08-17,1.0000173463,1.0011550337,0.9992260293,1.0004367107,1.0004367107,6519582155
2023-08-18,1.0002856749,1.000768135,0.9995730797,1.0001279558,1.0001279558,4966467815
2023-08-19,0.9999637841,1.0005608695,0.9997583578,1.000188532,1.000188532,2489094112
2023-08-20,1.000069154,1.0005483616,0.9998443202,1.0001021979,1.0001021979,2106341342
2023-08-21,1.000094549,1.0006354172,0.9997566058,1.0000019363,1.0000019363,3060565177
2023-08-22,1.0000010012,1.0007883365,0.9997779966,0.9999913029,0.9999913029,3647897906
2023-08-23,1.0001252781,1.0009565636,0.9997715115,1.000170009,1.000170009,3730953867
2023-08-24,1.0000560437,1.0005668661,0.999825149,0.9999151169,0.9999151169,2907706728
2023-08-25,0.9999942242,1.0005317469,0.9997621548,1.0000902839,1.0000902839,2870155394
2023-08-26,1.0000806913,1.0005768872,0.9998549802,1.0000100263,1.0000100263,1491868952
2023-08-27,0.9999921976,1.0005586878,0.9997702534,1.0000057159,1.0000057159,1551269738
2023-08-28,1.0000073495,1.0006022777,0.9997815543,0.9999228721,0.9999228721,2747710982
2023-08-29,0.9999508571,1.0015189885,0.9998606706,1.0000563256,1.0000563256,4288358015
2023-08-30,1.0000262354,1.0007362369,0.9997184158,1.0001547333,1.0001547333,3635286825
2023-08-31,1.0001045706,1.0008767487,0.999765711,1.0001078073,1.0001078073,4228660874
2023-09-01,1.0001147507,1.0006100232,0.9997738953,1.0001959855,1.0001959855,3352194868
2023-09-02,1.0001968257,1.0005268375,0.9999170414,1.0001703535,1.0001703535,1764318129
2023-09-03,1.0001387052,1.0008389532,0.9998636308,1.0001301725,1.0001301725,1878209470
2023-09-04,1.0000529341,1.000428168,0.9997903779,1.0000997023,1.0000997023,2275770718
2023-09-05,0.9999197384,1.0004094836,0.9998415125,1.000030077,1.000030077,2529858601
2023-09-06,1.0001606158,1.0011822094,0.9997758081,1.0001396476,1.0001396476,2855555338
2023-09-07,1.0000784181,1.000688113,0.9998005171,1.0004269305,1.0004269305,2428528084
2023-09-08,1.0002859717,1.0008404323,0.9998950508,1.0000974279,1.0000974279,2652808484
2023-09-09,1.0000314847,1.0006724085,0.9999336574,1.0001296651,1.0001296651,1288697563
2023-09-10,1.0000907863,1.0006254252,0.9998403391,0.9999467751,0.9999467751,2034179122
2023-09-11,0.9999627923,1.0010319915,0.9998073134,1.0000471451,1.0000471451,3827178715
2023-09-12,1.0001408653,1.0007430955,0.9998430606,1.0002057845,1.0002057845,4520366160
2023-09-13,1.000084034,1.000840915,0.999883952,1.000165091,1.000165091,3192111737
2023-09-14,1.00017632,1.0008434837,0.9999114031,1.0001633939,1.0001633939,3162074793
2023-09-15,1.0001511301,1.0007017436,0.9998987477,1.0003417404,1.0003417404,2660676460
2023-09-16,1.0001255024,1.0008203645,0.9999786433,1.0001677356,1.0001677356,1708005224
2023-09-17,1.0001163261,1.0008352081,0.9999504625,1.0000833908,1.0000833908,1585056981
2023-09-18,1.0000248097,1.0007657121,0.9998663548,1.0001163299,1.0001163299,3435389761
2023-09-19,1.0000293693,1.0006628908,0.9998218788,1.0001100466,1.0001100466,3053934292
2023-09-20,1.0000544781,1.000552221,0.9998478361,1.0001846155,1.0001846155,3103179365
2023-09-21,1.0001765699,1.0006070055,0.9997515765,1.0000043974,1.0000043974,2975710420
2023-09-22,1.0000016055,1.0004428865,0.9997471767,1.0000890636,1.0000890636,2571335978
2023-09-23,1.0000768628,1.0004739179,0.9999290554,0.9999787964,0.9999787964,1770927144
2023-09-24,0.9999732589,1.0007371739,0.999910396,1.0000865361,1.0000865361,1785908523
2023-09-25,1.0001125789,1.0006322066,0.9997994994,1.000052772,1.000052772,2956159954
2023-09-26,1.0000014074,1.0007103666,0.9998839648,1.0000789624,1.0000789624,2698152867
2023-09-27,1.0000467312,1.0007585333,0.9998893439,1.0001561851,1.0001561851,2473184892
2023-09-28,1.0001908195,1.0011577223,0.9998711596,1.0000638001,1.0000638001,3111905152
2023-09-29,1.0001269028,1.0006792519,0.9998057226,1.0000945145,1.0000945145,2434341381
2023-09-30,1.0001229823,1.000576128,0.9998280364,1.0001055754,1.0001055754,1372115519
2023-10-01,1.0001107703,1.0004202871,0.999865067,1.0000898514,1.0000898514,2061687654
2023-10-02,1.0002876742,1.0006565508,0.9997866027,1.0000302827,1.0000302827,4197739502
2023-10-03,1.0000296887,1.0005810498,0.9997371988,1.000094976,1.000094976,2520912223
2023-10-04,1.0000140353,1.0004886999,0.9998138107,1.0003931527,1.0003931527,2560902818
2023-10-05,1.0002608525,1.000433143,0.9998300438,0.9999493473,0.9999493473,2671315261
2023-10-06,0.9998937156,1.0003644447,0.9997728633,0.9999911508,0.9999911508,2590803813
2023-10-07,0.9999899882,1.0001851041,0.9997497707,0.9999604676,0.9999604676,1179571042
2023-10-08,1.0000123202,1.0001323946,0.9997079294,0.9999689927,0.9999689927,1621879275
2023-10-09,0.999958321,1.0006654181,0.9996845549,0.9999021534,0.9999021534,2797548386
2023-10-10,0.9999929654,1.0005325895,0.9997290755,0.999976252,0.999976252,2402546704
2023-10-11,1.0000409983,1.0005242352,0.9998185125,0.9999700925,0.9999700925,2952223563
2023-10-12,0.9999741055,1.000797733,0.9998429513,1.000108406,1.000108406,2354134010
2023-10-13,1.0000539679,1.0007378126,0.9998807841,1.0002389221,1.0002389221,2256260023
2023-10-14,1.0001672427,1.0005313027,0.9999535499,1.0001128738,1.0001128738,1036838776
2023-10-15,1.0000480327,1.000672788,0.9999035,1.0003141107,1.0003141107,1366917286
2023-10-16,1.0002327502,1.0008224736,0.9998180921,1.0002074264,1.0002074264,4703592443
2023-10-17,1.0002214787,1.000328176,0.9998144509,1.000023694,1.000023694,2840553486
2023-10-18,1.0000539791,1.0004701549,0.999886674,1.0000387999,1.0000387999,2648160709
2023-10-19,1.000208202,1.0005483356,0.9998578965,0.9999883974,0.9999883974,2652500406
