Date,BTC-USD.CC,ETH-USD.CC,MATIC-USD.CC,USDC-USD.CC,USDT-USD.CC
2016-02-07,376.62,2.96434,,,
2016-02-08,373.447,3.17979,,,
2016-02-09,376.029,4.04464,,,
2016-02-10,381.649,4.43626,,,
2016-02-11,379.654,6.0131,,,
2016-02-12,384.263,5.54698,,,
2016-02-13,391.86,5.38532,,,
2016-02-14,407.23,5.23973,,,
2016-02-15,400.185,5.28835,,,
2016-02-16,407.488,4.31529,,,
2016-02-17,416.322,3.75724,,,
2016-02-18,422.373,4.39913,,,
2016-02-19,420.785,4.73789,,,
2016-02-20,437.164,4.34133,,,
2016-02-21,438.798,4.65362,,,
2016-02-22,437.748,5.6165,,,
2016-02-23,420.736,5.58621,,,
2016-02-24,424.955,6.23647,,,
2016-02-25,424.544,6.1048,,,
2016-02-26,432.152,5.92167,,,
2016-02-27,432.519,6.42586,,,
2016-02-28,433.504,6.46835,,,
2016-02-29,437.697,6.33699,,,
2016-03-01,435.123,7.65369,,,
2016-03-02,423.989,8.46539,,,
2016-03-03,421.651,9.29415,,,
2016-03-04,410.939,10.406,,,
2016-03-05,400.57,11.0037,,,
2016-03-06,407.707,11.3829,,,
2016-03-07,414.321,9.55263,,,
2016-03-08,413.972,9.84721,,,
2016-03-09,414.86,11.898,,,
2016-03-10,417.131,11.305,,,
2016-03-11,421.69,11.0828,,,
2016-03-12,411.624,13.5333,,,
2016-03-13,414.065,14.475,,,
2016-03-14,416.438,12.4526,,,
2016-03-15,416.83,13.01,,,
2016-03-16,417.011,12.5209,,,
2016-03-17,420.621,11.0815,,,
2016-03-18,409.548,10.9981,,,
2016-03-19,410.444,10.5307,,,
2016-03-20,413.755,10.3198,,,
2016-03-21,413.307,11.8641,,,
2016-03-22,418.089,11.2748,,,
2016-03-23,418.041,12.4167,,,
2016-03-24,416.394,11.235,,,
2016-03-25,417.177,10.7432,,,
2016-03-26,417.945,10.974,,,
2016-03-27,426.765,10.4192,,,
2016-03-28,424.231,11.6656,,,
2016-03-29,416.516,11.6564,,,
2016-03-30,414.816,11.9529,,,
2016-03-31,416.729,11.4035,,,
2016-04-01,417.96,11.6636,,,
2016-04-02,420.873,11.5989,,,
2016-04-03,420.904,11.6183,,,
2016-04-04,421.444,11.1573,,,
2016-04-05,424.03,10.4381,,,
2016-04-06,423.413,10.6854,,,
2016-04-07,422.745,10.0697,,,
2016-04-08,420.349,9.71959,,,
2016-04-09,419.411,9.15062,,,
2016-04-10,421.564,8.93634,,,
2016-04-11,422.483,8.64379,,,
2016-04-12,425.19,7.44231,,,
2016-04-13,423.734,8.04442,,,
2016-04-14,424.282,8.38724,,,
2016-04-15,429.713,8.24278,,,
2016-04-16,430.572,8.6095,,,
2016-04-17,427.399,9.3091,,,
2016-04-18,428.591,9.036,,,
2016-04-19,435.509,8.71488,,,
2016-04-20,441.389,8.46579,,,
2016-04-21,449.425,8.10217,,,
2016-04-22,445.737,7.82126,,,
2016-04-23,450.282,8.29479,,,
2016-04-24,458.555,8.00135,,,
2016-04-25,461.426,7.55434,,,
2016-04-26,466.089,7.39704,,,
2016-04-27,444.687,7.75997,,,
2016-04-28,449.011,7.17253,,,
2016-04-29,455.097,7.45729,,,
2016-04-30,448.318,8.81398,,,
2016-05-01,451.875,8.8465,,,
2016-05-02,444.669,10.1632,,,
2016-05-03,450.304,9.31127,,,
2016-05-04,446.722,9.41377,,,
2016-05-05,447.976,9.8261,,,
2016-05-06,459.603,9.34664,,,
2016-05-07,458.536,9.37051,,,
2016-05-08,458.548,9.48293,,,
2016-05-09,460.483,9.29773,,,
2016-05-10,450.895,9.36152,,,
2016-05-11,452.728,9.99628,,,
2016-05-12,454.766,10.0578,,,
2016-05-13,455.67,10.5066,,,
2016-05-14,455.671,10.2397,,,
2016-05-15,457.568,9.96235,,,
2016-05-16,454.163,11.1713,,,
2016-05-17,453.783,12.1988,,,
2016-05-18,454.619,13.5586,,,
2016-05-19,438.715,14.7697,,,
2016-05-20,442.676,13.6356,,,
2016-05-21,443.188,14.015,,,
2016-05-22,439.323,14.2861,,,
2016-05-23,444.155,13.4615,,,
2016-05-24,445.981,12.7323,,,
2016-05-25,449.599,12.526,,,
2016-05-26,453.384,12.4304,,,
2016-05-27,473.464,11.2958,,,
2016-05-28,530.04,11.8929,,,
2016-05-29,526.233,12.3504,,,
2016-05-30,533.864,12.7253,,,
2016-05-31,531.386,14.0773,,,
2016-06-01,536.92,14.0015,,,
2016-06-02,537.972,13.738,,,
2016-06-03,569.194,13.8467,,,
2016-06-04,572.727,13.7404,,,
2016-06-05,574.977,13.975,,,
2016-06-06,585.537,13.9341,,,
2016-06-07,576.597,14.512,,,
2016-06-08,581.645,14.4177,,,
2016-06-09,574.63,14.3986,,,
2016-06-10,577.47,13.9086,,,
2016-06-11,606.727,14.1916,,,
2016-06-12,672.784,15.7437,,,
2016-06-13,704.376,17.6027,,,
2016-06-14,685.559,18.8932,,,
2016-06-15,694.469,18.3543,,,
2016-06-16,766.308,20.5886,,,
2016-06-17,748.909,15.3768,,,
2016-06-18,756.227,11.3307,,,
2016-06-19,763.781,12.2342,,,
2016-06-20,737.226,11.8395,,,
2016-06-21,666.652,13.3067,,,
2016-06-22,596.116,13.0951,,,
2016-06-23,623.977,13.6762,,,
2016-06-24,665.299,14.3321,,,
2016-06-25,665.123,14.283,,,
2016-06-26,629.367,13.8502,,,
2016-06-27,655.275,13.8839,,,
2016-06-28,647.001,12.1756,,,
2016-06-29,639.89,12.6112,,,
2016-06-30,673.337,12.4615,,,
2016-07-01,676.296,12.1995,,,
2016-07-02,703.702,12.1284,,,
2016-07-03,658.664,11.7202,,,
2016-07-04,683.662,11.471,,,
2016-07-05,670.627,10.6114,,,
2016-07-06,677.331,10.5289,,,
2016-07-07,640.562,10.1094,,,
2016-07-08,666.523,11.3946,,,
2016-07-09,650.96,10.9655,,,
2016-07-10,649.36,10.9476,,,
2016-07-11,647.659,10.459,,,
2016-07-12,664.551,10.5161,,,
2016-07-13,654.468,10.5005,,,
2016-07-14,658.078,11.5132,,,
2016-07-15,663.255,11.9516,,,
2016-07-16,660.767,11.6528,,,
2016-07-17,679.459,11.1587,,,
2016-07-18,673.106,11.0344,,,
2016-07-19,672.864,11.6191,,,
2016-07-20,665.685,12.4506,,,
2016-07-21,665.012,12.6507,,,
2016-07-22,650.619,14.6619,,,
2016-07-23,655.556,14.2997,,,
2016-07-24,661.285,12.7495,,,
2016-07-25,654.097,13.8361,,,
2016-07-26,651.784,11.9895,,,
2016-07-27,654.352,12.9728,,,
2016-07-28,655.035,12.8436,,,
2016-07-29,656.992,12.7946,,,
2016-07-30,655.047,12.461,,,
2016-07-31,624.681,11.8759,,,
2016-08-01,606.272,10.9416,,,
2016-08-02,547.465,8.78728,,,
2016-08-03,566.355,10.2939,,,
2016-08-04,578.289,11.0428,,,
2016-08-05,575.043,10.9254,,,
2016-08-06,587.778,10.8811,,,
2016-08-07,592.69,10.9116,,,
2016-08-08,591.054,11.2454,,,
2016-08-09,587.801,12.2443,,,
2016-08-10,592.103,12.1432,,,
2016-08-11,589.12,11.6909,,,
2016-08-12,587.559,11.7785,,,
2016-08-13,585.588,11.5713,,,
2016-08-14,570.473,11.1948,,,
2016-08-15,567.24,11.2184,,,
2016-08-16,577.439,11.1397,,,
2016-08-17,573.216,10.7528,,,
2016-08-18,574.318,10.7561,,,
2016-08-19,575.63,10.7487,,,
2016-08-20,581.697,11.2474,,,
2016-08-21,581.308,11.1792,,,
2016-08-22,586.753,11.1209,,,
2016-08-23,583.415,11.0306,,,
2016-08-24,580.182,11.036,,,
2016-08-25,577.761,11.3574,,,
2016-08-26,579.651,11.2954,,,
2016-08-27,569.947,11.1482,,,
2016-08-28,573.912,10.9293,,,
2016-08-29,574.107,10.9838,,,
2016-08-30,577.503,11.2289,,,
2016-08-31,575.472,11.6724,,,
2016-09-01,572.303,11.9949,,,
2016-09-02,575.537,12.113,,,
2016-09-03,598.212,11.7587,,,
2016-09-04,608.634,11.6799,,,
2016-09-05,606.59,11.717,,,
2016-09-06,610.436,11.6891,,,
2016-09-07,614.544,11.5479,,,
2016-09-08,626.316,11.3459,,,
2016-09-09,622.861,11.6528,,,
2016-09-10,623.509,12.1685,,,
2016-09-11,606.719,11.6384,,,
2016-09-12,608.243,11.8937,,,
2016-09-13,609.241,11.9187,,,
2016-09-14,610.684,11.9232,,,
2016-09-15,607.155,11.937,,,
2016-09-16,606.973,12.5558,,,
2016-09-17,605.984,12.6986,,,
2016-09-18,609.874,12.4312,,,
2016-09-19,609.227,13.189,,,
2016-09-20,608.312,14.4303,,,
2016-09-21,597.149,13.7685,,,
2016-09-22,596.298,13.2476,,,
2016-09-23,602.842,13.3313,,,
2016-09-24,602.625,12.8779,,,
2016-09-25,600.826,13.1009,,,
2016-09-26,608.043,12.8231,,,
2016-09-27,606.166,13.0983,,,
2016-09-28,604.728,13.2748,,,
2016-09-29,605.693,13.0734,,,
2016-09-30,609.735,13.2248,,,
2016-10-01,613.983,13.1727,,,
2016-10-02,610.892,13.1997,,,
2016-10-03,612.133,13.4524,,,
2016-10-04,610.204,13.277,,,
2016-10-05,612.511,13.0357,,,
2016-10-06,613.021,12.8543,,,
2016-10-07,617.121,12.6671,,,
2016-10-08,619.108,12.2191,,,
2016-10-09,616.752,12.0537,,,
2016-10-10,618.994,11.7555,,,
2016-10-11,641.072,11.7857,,,
2016-10-12,636.192,11.9335,,,
2016-10-13,636.786,11.963,,,
2016-10-14,640.378,11.9382,,,
2016-10-15,638.646,11.9834,,,
2016-10-16,641.631,11.9516,,,
2016-10-17,639.193,12.005,,,
2016-10-18,637.96,12.5885,,,
2016-10-19,630.52,12.0226,,,
2016-10-20,630.857,12.099,,,
2016-10-21,632.828,12.1754,,,
2016-10-22,657.294,12.0715,,,
2016-10-23,657.071,12.036,,,
2016-10-24,653.761,11.969,,,
2016-10-25,657.588,11.414,,,
2016-10-26,678.304,11.532,,,
2016-10-27,688.313,11.4997,,,
2016-10-28,689.651,11.0851,,,
2016-10-29,714.479,10.4446,,,
2016-10-30,701.864,11.1828,,,
2016-10-31,700.972,10.9982,,,
2016-11-01,729.793,10.7661,,,
2016-11-02,740.829,10.7526,,,
2016-11-03,688.7,10.801,,,
2016-11-04,703.235,11.0907,,,
2016-11-05,703.418,11.0025,,,
2016-11-06,711.522,10.8735,,,
2016-11-07,703.131,10.8088,,,
2016-11-08,709.848,10.8337,,,
2016-11-09,723.273,10.6555,,,
2016-11-10,715.534,10.5245,,,
2016-11-11,716.411,10.2899,,,
2016-11-12,705.054,9.87796,,,
2016-11-13,702.031,10.1015,,,
2016-11-14,705.021,9.96648,,,
2016-11-15,711.619,10.2175,,,
2016-11-16,744.198,10.0591,,,
2016-11-17,740.977,9.99118,,,
2016-11-18,751.585,9.47616,,,
2016-11-19,751.616,9.66276,,,
2016-11-20,731.026,9.57928,,,
2016-11-21,739.248,9.62082,,,
2016-11-22,751.347,9.90572,,,
2016-11-23,744.594,9.84362,,,
2016-11-24,740.289,9.23167,,,
2016-11-25,741.649,9.40205,,,
2016-11-26,735.382,9.32811,,,
2016-11-27,732.035,8.99847,,,
2016-11-28,735.813,8.72482,,,
2016-11-29,735.604,8.17412,,,
2016-11-30,745.691,8.58754,,,
2016-12-01,756.774,8.4525,,,
2016-12-02,777.944,7.75996,,,
2016-12-03,771.155,7.92134,,,
2016-12-04,773.872,7.44368,,,
2016-12-05,758.7,6.82166,,,
2016-12-06,764.224,7.86893,,,
2016-12-07,768.132,8.38148,,,
2016-12-08,770.81,8.23051,,,
2016-12-09,772.794,8.44601,,,
2016-12-10,774.65,8.12516,,,
2016-12-11,769.731,8.19362,,,
2016-12-12,780.087,8.52221,,,
2016-12-13,780.556,8.42285,,,
2016-12-14,781.481,8.26523,,,
2016-12-15,778.088,7.82847,,,
2016-12-16,784.907,7.85821,,,
2016-12-17,790.829,7.87659,,,
2016-12-18,790.53,7.86532,,,
2016-12-19,792.714,7.64382,,,
2016-12-20,800.876,7.66004,,,
2016-12-21,834.281,7.9144,,,
2016-12-22,864.54,7.585,,,
2016-12-23,921.984,7.16615,,,
2016-12-24,898.822,7.26577,,,
2016-12-25,896.183,7.17508,,,
2016-12-26,907.61,7.27409,,,
2016-12-27,933.198,7.17082,,,
2016-12-28,975.921,7.52011,,,
2016-12-29,973.497,8.28416,,,
2016-12-30,961.238,8.15998,,,
2016-12-31,963.743,7.9691,,,
2017-01-01,998.325,8.17257,,,
2017-01-02,1021.75,8.37851,,,
2017-01-03,1043.84,9.72525,,,
2017-01-04,1154.73,11.2516,,,
2017-01-05,1013.38,10.2544,,,
2017-01-06,902.201,10.2547,,,
2017-01-07,908.585,9.86719,,,
2017-01-08,911.199,10.2898,,,
2017-01-09,902.828,10.3256,,,
2017-01-10,907.679,10.5496,,,
2017-01-11,777.757,9.71776,,,
2017-01-12,804.834,9.86133,,,
2017-01-13,823.984,9.7695,,,
2017-01-14,818.412,9.64666,,,
2017-01-15,821.798,9.90426,,,
2017-01-16,831.534,9.6365,,,
2017-01-17,907.938,10.3023,,,
2017-01-18,886.618,10.2278,,,
2017-01-19,899.073,10.3972,,,
2017-01-20,895.026,10.6006,,,
2017-01-21,921.789,10.9092,,,
2017-01-22,924.673,10.7032,,,
2017-01-23,921.012,10.8208,,,
2017-01-24,892.687,10.6325,,,
2017-01-25,901.542,10.5705,,,
2017-01-26,917.586,10.5891,,,
2017-01-27,919.75,10.5373,,,
2017-01-28,921.59,10.565,,,
2017-01-29,919.496,10.484,,,
2017-01-30,920.382,10.5712,,,
2017-01-31,970.403,10.7275,,,
2017-02-01,989.023,10.7321,,,
2017-02-02,1011.8,10.8214,,,
2017-02-03,1029.91,11.1145,,,
2017-02-04,1042.9,11.4335,,,
2017-02-05,1027.34,11.353,,,
2017-02-06,1038.15,11.3894,,,
2017-02-07,1061.35,11.5153,,,
2017-02-08,1063.07,11.4312,,,
2017-02-09,994.383,11.0322,,,
2017-02-10,988.674,11.2789,,,
2017-02-11,1004.45,11.3495,,,
2017-02-12,999.181,11.3992,,,
2017-02-13,990.642,11.2695,,,
2017-02-14,1004.55,13.0252,,,
2017-02-15,1007.48,12.9197,,,
2017-02-16,1027.44,12.9037,,,
2017-02-17,1046.21,12.6765,,,
2017-02-18,1054.42,12.8102,,,
2017-02-19,1047.87,12.7585,,,
2017-02-20,1079.98,12.4301,,,
2017-02-21,1115.3,12.6684,,,
2017-02-22,1117.44,12.5997,,,
2017-02-23,1166.72,13.1194,,,
2017-02-24,1173.68,13.0692,,,
2017-02-25,1143.84,13.5487,,,
2017-02-26,1165.2,14.52,,,
2017-02-27,1179.97,15.3965,,,
2017-02-28,1179.97,15.8172,,,
2017-03-01,1222.5,17.3497,,,
2017-03-02,1251.01,19.0302,,,
2017-03-03,1274.99,19.459,,,
2017-03-04,1255.15,18.6189,,,
2017-03-05,1267.12,19.3023,,,
2017-03-06,1272.83,19.6057,,,
2017-03-07,1223.54,18.8886,,,
2017-03-08,1150.0,16.6513,,,
2017-03-09,1188.49,17.7547,,,
2017-03-10,1116.72,19.3323,,,
2017-03-11,1175.83,21.4725,,,
2017-03-12,1221.38,23.4377,,,
2017-03-13,1231.92,28.5929,,,
2017-03-14,1240.0,28.6546,,,
2017-03-15,1249.61,35.0559,,,
2017-03-16,1187.81,46.3458,,,
2017-03-17,1100.23,46.828,,,
2017-03-18,973.818,34.1602,,,
2017-03-19,1036.74,44.7401,,,
2017-03-20,1054.23,43.3902,,,
2017-03-21,1120.54,43.1451,,,
2017-03-22,1049.14,42.3421,,,
2017-03-23,1038.59,43.6784,,,
2017-03-24,937.52,53.1075,,,
2017-03-25,972.779,51.25,,,
2017-03-26,966.725,50.5216,,,
2017-03-27,1045.77,49.6669,,,
2017-03-28,1047.15,50.7749,,,
2017-03-29,1039.97,53.1261,,,
2017-03-30,1026.43,52.2058,,,
2017-03-31,1071.79,50.0373,,,
2017-04-01,1080.5,50.6995,,,
2017-04-02,1102.17,48.7487,,,
2017-04-03,1143.81,44.3564,,,
2017-04-04,1133.25,44.6419,,,
2017-04-05,1124.78,45.304,,,
2017-04-06,1182.68,43.2421,,,
2017-04-07,1176.9,42.1626,,,
2017-04-08,1175.95,44.3071,,,
2017-04-09,1187.87,43.267,,,
2017-04-10,1187.13,43.4352,,,
2017-04-11,1205.01,43.4072,,,
2017-04-12,1200.37,46.2873,,,
2017-04-13,1169.28,50.2194,,,
2017-04-14,1167.54,47.5741,,,
2017-04-15,1172.52,49.1015,,,
2017-04-16,1182.94,48.7185,,,
2017-04-17,1193.91,48.3046,,,
2017-04-18,1211.67,50.7075,,,
2017-04-19,1210.29,48.3053,,,
2017-04-20,1229.08,49.6722,,,
2017-04-21,1222.05,48.2244,,,
2017-04-22,1231.71,48.553,,,
2017-04-23,1207.21,48.4893,,,
2017-04-24,1250.15,50.0315,,,
2017-04-25,1265.49,49.8912,,,
2017-04-26,1281.08,52.7203,,,
2017-04-27,1317.73,62.1677,,,
2017-04-28,1316.48,70.1592,,,
2017-04-29,1321.79,68.3769,,,
2017-04-30,1347.89,79.0212,,,
2017-05-01,1421.6,76.297,,,
2017-05-02,1452.82,77.2638,,,
2017-05-03,1490.09,79.7182,,,
2017-05-04,1537.67,96.9814,,,
2017-05-05,1555.45,94.3985,,,
2017-05-06,1578.8,97.8135,,,
2017-05-07,1596.71,94.0073,,,
2017-05-08,1723.35,91.4204,,,
2017-05-09,1755.36,91.1629,,,
2017-05-10,1787.13,89.5249,,,
2017-05-11,1848.57,89.8797,,,
2017-05-12,1724.24,88.6554,,,
2017-05-13,1804.91,90.8354,,,
2017-05-14,1808.91,90.7865,,,
2017-05-15,1738.43,92.4149,,,
2017-05-16,1734.45,89.438,,,
2017-05-17,1839.09,89.8604,,,
2017-05-18,1888.65,96.9063,,,
2017-05-19,1987.71,129.527,,,
2017-05-20,2084.73,126.521,,,
2017-05-21,2041.2,157.937,,,
2017-05-22,2173.4,174.261,,,
2017-05-23,2320.42,181.952,,,
2017-05-24,2443.64,190.046,,,
2017-05-25,2304.98,174.446,,,
2017-05-26,2202.42,160.403,,,
2017-05-27,2038.87,157.758,,,
2017-05-28,2155.8,170.511,,,
2017-05-29,2255.61,194.909,,,
2017-05-30,2175.47,231.911,,,
2017-05-31,2286.41,230.669,,,
2017-06-01,2407.88,222.239,,,
2017-06-02,2488.55,223.775,,,
2017-06-03,2515.35,224.376,,,
2017-06-04,2511.81,245.332,,,
2017-06-05,2686.81,248.464,,,
2017-06-06,2863.2,264.466,,,
2017-06-07,2732.16,258.071,,,
2017-06-08,2805.62,261.666,,,
2017-06-09,2823.81,281.737,,,
2017-06-10,2947.71,337.668,,,
2017-06-11,2958.11,340.609,,,
2017-06-12,2659.63,401.49,,,
2017-06-13,2717.02,397.537,,,
2017-06-14,2506.37,359.053,,,
2017-06-15,2464.58,361.933,,,
2017-06-16,2518.56,370.227,,,
2017-06-17,2655.88,379.414,,,
2017-06-18,2548.29,371.458,,,
2017-06-19,2589.6,370.056,,,
2017-06-20,2721.79,359.005,,,
2017-06-21,2689.1,336.872,,,
2017-06-22,2705.41,336.371,,,
2017-06-23,2744.91,341.739,,,
2017-06-24,2608.72,323.696,,,
2017-06-25,2589.41,303.248,,,
2017-06-26,2478.45,272.692,,,
2017-06-27,2552.45,293.088,,,
2017-06-28,2574.79,327.927,,,
2017-06-29,2539.32,302.883,,,
2017-06-30,2480.84,294.916,,,
2017-07-01,2434.55,274.601,,,
2017-07-02,2506.47,287.987,,,
2017-07-03,2564.06,282.898,,,
2017-07-04,2601.64,273.303,,,
2017-07-05,2601.99,268.774,,,
2017-07-06,2608.56,270.549,,,
2017-07-07,2518.66,245.991,,,
2017-07-08,2571.34,251.697,,,
2017-07-09,2518.44,242.137,,,
2017-07-10,2372.56,215.357,,,
2017-07-11,2337.79,197.404,,,
2017-07-12,2398.84,230.774,,,
2017-07-13,2357.9,209.733,,,
2017-07-14,2233.34,199.662,,,
2017-07-15,1998.86,170.655,,,
2017-07-16,1929.82,157.363,,,
2017-07-17,2228.41,193.424,,,
2017-07-18,2318.88,234.391,,,
2017-07-19,2273.43,199.703,,,
2017-07-20,2817.6,227.265,,,
2017-07-21,2667.76,218.305,,,
2017-07-22,2810.12,229.476,,,
2017-07-23,2730.4,225.951,,,
2017-07-24,2754.86,224.711,,,
2017-07-25,2576.48,206.71,,,
2017-07-26,2529.45,203.953,,,
2017-07-27,2671.78,204.318,,,
2017-07-28,2809.01,193.123,,,
2017-07-29,2726.45,205.789,,,
2017-07-30,2757.18,197.978,,,
2017-07-31,2875.34,203.871,,,
2017-08-01,2718.26,226.769,,,
2017-08-02,2710.67,219.952,,,
2017-08-03,2804.73,225.342,,,
2017-08-04,2895.89,223.073,,,
2017-08-05,3252.91,256.507,,,
2017-08-06,3213.94,261.567,,,
2017-08-07,3378.94,269.18,,,
2017-08-08,3419.94,296.769,,,
2017-08-09,3342.47,296.027,,,
2017-08-10,3381.28,295.892,,,
2017-08-11,3650.62,308.864,,,
2017-08-12,3884.71,310.601,,,
2017-08-13,4073.26,298.064,,,
2017-08-14,4325.13,300.097,,,
2017-08-15,4181.93,289.818,,,
2017-08-16,4376.63,302.267,,,
2017-08-17,4331.69,301.457,,,
2017-08-18,4160.62,295.59,,,
2017-08-19,4193.7,297.47,,,
2017-08-20,4087.66,301.428,,,
2017-08-21,4001.74,321.591,,,
2017-08-22,4100.52,314.785,,,
2017-08-23,4151.52,317.519,,,
2017-08-24,4334.68,325.611,,,
2017-08-25,4371.6,331.915,,,
2017-08-26,4352.4,333.882,,,
2017-08-27,4382.88,347.893,,,
2017-08-28,4382.66,347.747,,,
2017-08-29,4579.02,370.667,,,
2017-08-30,4565.3,378.485,,,
2017-08-31,4703.39,383.042,,,
2017-09-01,4892.01,387.741,,,
2017-09-02,4578.77,348.984,,,
2017-09-03,4582.96,347.484,,,
2017-09-04,4236.31,295.171,,,
2017-09-05,4376.53,312.988,,,
2017-09-06,4597.12,334.338,,,
2017-09-07,4599.88,329.428,,,
2017-09-08,4228.75,296.497,,,
2017-09-09,4226.06,294.405,,,
2017-09-10,4122.94,288.747,,,
2017-09-11,4161.27,294.532,,,
2017-09-12,4130.81,291.464,,,
2017-09-13,3882.59,277.112,,,
2017-09-14,3154.95,213.908,,,
2017-09-15,3637.52,250.464,,,
2017-09-16,3625.04,246.522,,,
2017-09-17,3582.88,251.749,,,
2017-09-18,4065.2,293.497,,,
2017-09-19,3924.97,282.804,,,
2017-09-20,3905.95,283.742,,,
2017-09-21,3631.04,258.58,,,
2017-09-22,3630.7,264.31,,,
2017-09-23,3792.4,286.168,,,
2017-09-24,3682.84,282.483,,,
2017-09-25,3926.07,292.332,,,
2017-09-26,3892.35,287.438,,,
2017-09-27,4200.67,306.467,,,
2017-09-28,4174.73,299.155,,,
2017-09-29,4163.07,291.467,,,
2017-09-30,4338.71,301.465,,,
2017-10-01,4403.74,302.337,,,
2017-10-02,4409.32,297.475,,,
2017-10-03,4317.48,292.463,,,
2017-10-04,4229.36,292.658,,,
2017-10-05,4328.41,295.863,,,
2017-10-06,4370.81,308.588,,,
2017-10-07,4426.89,311.124,,,
2017-10-08,4610.48,308.608,,,
2017-10-09,4772.02,297.392,,,
2017-10-10,4781.99,299.87,,,
2017-10-11,4826.48,303.456,,,
2017-10-12,5446.91,304.136,,,
2017-10-13,5647.21,338.757,,,
2017-10-14,5831.79,339.628,,,
2017-10-15,5678.19,336.595,,,
2017-10-16,5725.59,333.384,,,
2017-10-17,5605.51,317.082,,,
2017-10-18,5590.69,314.319,,,
2017-10-19,5708.52,308.088,,,
2017-10-20,6011.45,304.006,,,
2017-10-21,6031.6,300.187,,,
2017-10-22,6008.42,295.446,,,
2017-10-23,5930.32,286.95,,,
2017-10-24,5526.64,298.328,,,
2017-10-25,5750.8,297.925,,,
2017-10-26,5904.83,296.527,,,
2017-10-27,5780.9,297.423,,,
2017-10-28,5753.09,296.298,,,
2017-10-29,6153.85,305.088,,,
2017-10-30,6130.53,307.751,,,
2017-10-31,6468.4,305.879,,,
2017-11-01,6767.31,291.694,,,
2017-11-02,7078.5,287.429,,,
2017-11-03,7207.76,305.711,,,
2017-11-04,7379.95,300.469,,,
2017-11-05,7407.41,296.263,,,
2017-11-06,7022.76,298.892,,,
2017-11-07,7144.38,294.659,,,
2017-11-08,7459.69,309.07,,,
2017-11-09,7143.58,320.884,,,1.0081800222397
2017-11-10,6618.14,299.253,,,1.006010055542
2017-11-11,6357.6,314.681,,,1.0089900493622
2017-11-12,5950.07,307.908,,,1.0124700069427
2017-11-13,6559.49,316.716,,,1.0093499422073
2017-11-14,6635.75,337.631,,,1.0068299770355
2017-11-15,7315.54,333.357,,,1.0031800270081
2017-11-16,7871.69,330.924,,,1.0021200180054
2017-11-17,7708.99,332.394,,,1.0013899803162
2017-11-18,7790.15,347.612,,,1.0023100376129
2017-11-19,8036.49,354.386,,,1.0024399757385
2017-11-20,8200.64,366.73,,,1.0019199848175
2017-11-21,8071.26,360.401,,,0.9960470199585
2017-11-22,8253.55,380.652,,,1.0001499652863
2017-11-23,8038.77,410.166,,,0.99463099241257
2017-11-24,8253.69,474.911,,,1.0023299455643
2017-11-25,8790.92,466.276,,,1.0054099559784
2017-11-26,9330.55,471.33,,,1.0086799860001
2017-11-27,9818.35,480.355,,,1.0012899637222
2017-11-28,10058.8,472.902,,,1.0001399517059
2017-11-29,9888.61,427.523,,,0.99060600996017
2017-11-30,10233.6,447.114,,,1.0081000328064
2017-12-01,10975.6,466.54,,,1.009780049324
2017-12-02,11074.6,463.449,,,0.99965399503708
2017-12-03,11323.2,465.853,,,1.000659942627
2017-12-04,11657.2,470.204,,,1.0036699771881
2017-12-05,11916.7,463.281,,,1.0019700527191
2017-12-06,14291.5,428.588,,,1.0099099874496
2017-12-07,17899.7,434.408,,,1.0316599607468
2017-12-08,16569.4,456.031,,,1.0176000595093
2017-12-09,15178.2,473.502,,,1.0171300172806
2017-12-10,15455.4,441.721,,,1.0177500247955
2017-12-11,16936.8,515.136,,,1.018560051918
2017-12-12,17415.4,651.431,,,1.07788002491
2017-12-13,16408.2,702.767,,,1.0271600484848
2017-12-14,16564.0,695.816,,,1.00819003582
2017-12-15,17706.9,684.448,,,1.0161000490189
2017-12-16,19497.4,696.209,,,1.0074199438095
2017-12-17,19140.8,719.975,,,1.0092400312424
2017-12-18,19114.2,794.645,,,1.0130200386047
2017-12-19,17776.7,826.823,,,1.0106799602509
2017-12-20,16624.6,819.086,,,1.0001800060272
2017-12-21,15802.9,821.063,,,1.0092099905014
2017-12-22,13831.8,674.86,,,1.0179500579834
2017-12-23,14699.2,719.387,,,1.0452599525452
2017-12-24,13925.8,694.148,,,1.0230300426483
2017-12-25,14026.6,765.834,,,1.0111299753189
2017-12-26,16099.8,773.836,,,1.0040700435638
2017-12-27,15838.5,762.842,,,1.0036599636078
2017-12-28,14606.5,737.023,,,1.0065900087357
2017-12-29,14656.2,753.592,,,1.0056400299072
2017-12-30,12952.2,717.257,,,1.0213500261307
2017-12-31,14156.4,756.733,,,1.0122599601746
2018-01-01,13657.2,772.641,,,1.0072799921036
2018-01-02,14982.1,884.444,,,1.0048999786377
2018-01-03,15201.0,962.72,,,1.0134400129318
2018-01-04,15599.2,980.922,,,1.0025299787521
2018-01-05,17429.5,997.72,,,0.99863398075104
2018-01-06,17527.0,1041.68,,,1.0089900493622
2018-01-07,16477.6,1153.17,,,1.0015699863434
2018-01-08,15170.1,1148.53,,,1.0093200206757
2018-01-09,14595.4,1299.74,,,1.0059900283813
2018-01-10,14973.3,1255.82,,,1.0012799501419
2018-01-11,13405.8,1154.93,,,1.0017100572586
2018-01-12,13980.6,1273.2,,,1.006080031395
